NAME	PARENT	GRAPH_TYPE	GOD_ONLY	IS_TITLE	IS_PROFESSION	IS_HIDDEN	MONEY_REQUIRED	POINTS_REQUIRED	SKILLS_REQUIRED_COUNT	SKILLS_REQUIRED	PRECLUSION_SKILLS	XP_TYPE	XP_COST	XP_CAP	MISSIONS_REQUIRED	APPRENTICESHIPS_REQUIRED	STATS_REQUIRED	SPECIES_REQUIRED	JEDI_STATE_REQUIRED	SKILL_ABILITY	COMMANDS	SKILL_MODS	SCHEMATICS_GRANTED	SCHEMATICS_REVOKED	SEARCHABLE	ENDER
combat_commando_thrownweapon_03	combat_commando_thrownweapon_02	4	0	0	0	0	8000	3	0	combat_commando_thrownweapon_02		combat_rangedspecialize_heavy	350000	0		0			0			heavy_flame_thrower_accuracy=25,heavy_flame_thrower_speed=15,private_heavyweapon_combat_difficulty=100			1	0
combat_commando_thrownweapon_04	combat_commando_thrownweapon_03	4	0	1	0	0	9000	2	0	combat_commando_thrownweapon_03		combat_rangedspecialize_heavy	450000	0		0			0		flameSingle2	heavy_flame_thrower_accuracy=15,heavy_flame_thrower_speed=10,private_heavyweapon_combat_difficulty=100			1	0
combat_commando_support_01	combat_commando	4	0	0	0	0	6000	4	0	combat_commando_novice		combat_rangedspecialize_heavy	175000	0		0			0		fireAcidSingle1	heavy_rifle_acid_accuracy=15,heavy_rifle_acid_speed=10,private_heavyweapon_combat_difficulty=100			1	0
combat_commando_support_02	combat_commando_support_01	4	0	0	0	0	7000	3	0	combat_commando_support_01		combat_rangedspecialize_heavy	250000	0		0			0		fireAcidCone1	heavy_rifle_acid_accuracy=15,heavy_rifle_acid_speed=10,private_heavyweapon_combat_difficulty=100			1	0
combat_commando_support_03	combat_commando_support_02	4	0	0	0	0	8000	3	0	combat_commando_support_02		combat_rangedspecialize_heavy	350000	0		0			0			heavy_rifle_acid_accuracy=25,heavy_rifle_acid_speed=15,private_heavyweapon_combat_difficulty=100			1	0
combat_commando_support_04	combat_commando_support_03	4	0	1	0	0	9000	2	0	combat_commando_support_03		combat_rangedspecialize_heavy	450000	0		0			0		fireAcidSingle2	heavy_rifle_acid_accuracy=15,heavy_rifle_acid_speed=10,private_heavyweapon_combat_difficulty=100			1	0
science_combatmedic	science	4	0	0	1	0	0	0	0				0	0		0			0						1	0
science_combatmedic_novice	science_combatmedic	4	0	1	0	0	5000	3	0	combat_marksman_support_04,science_medic_master		medical	12500	0		0			0		applyPoison	healing_range=5,healing_range_speed=5,combat_medicine_assembly=20,combat_medicine_experimentation=20,combat_healing_ability=5,combat_medic_effectiveness=5	craftStimpackRangeGroupA,craftApplyPoisonGroupA,craftMedicineComponentGroupC		1	0
science_combatmedic_master	science_combatmedic	4	0	1	0	0	10000	1	0	science_combatmedic_healing_range_04,science_combatmedic_healing_range_speed_04,science_combatmedic_medicine_04,science_combatmedic_support_04			0	0		0			0		place_hospital	healing_range=25,healing_range_speed=25,slope_move=10,combat_healing_ability=25,combat_medic_effectiveness=25,private_place_hospital=100	craftApplyPoisonAreaGroupC,craftApplyDiseaseGroupC,craftApplyDiseaseAreaGroupC		1	0
science_combatmedic_healing_range_01	science_combatmedic	4	0	0	0	0	6000	4	0	science_combatmedic_novice		medical	12500	0		0			0			healing_range=15,combat_medic_effectiveness=15			1	0
science_combatmedic_healing_range_02	science_combatmedic_healing_range_01	4	0	0	0	0	7000	3	0	science_combatmedic_healing_range_01		medical	25000	0		0			0		applyDisease	healing_range=15,combat_medic_effectiveness=15			1	0
science_combatmedic_healing_range_03	science_combatmedic_healing_range_02	4	0	0	0	0	8000	3	0	science_combatmedic_healing_range_02		medical	37500	0		0			0			healing_range=15,combat_medic_effectiveness=15			1	0
science_combatmedic_healing_range_04	science_combatmedic_healing_range_03	4	0	1	0	0	9000	2	0	science_combatmedic_healing_range_03		medical	50000	0		0			0			healing_range=25,combat_medic_effectiveness=25			1	0
science_combatmedic_healing_range_speed_01	science_combatmedic	4	0	0	0	0	6000	4	0	science_combatmedic_novice		medical	12500	0		0			0			healing_range_speed=15			1	0
science_combatmedic_healing_range_speed_02	science_combatmedic_healing_range_speed_01	4	0	0	0	0	7000	3	0	science_combatmedic_healing_range_speed_01		medical	25000	0		0			0			healing_range_speed=15			1	0
science_combatmedic_healing_range_speed_03	science_combatmedic_healing_range_speed_02	4	0	0	0	0	8000	3	0	science_combatmedic_healing_range_speed_02		medical	37500	0		0			0			healing_range_speed=15			1	0
science_combatmedic_healing_range_speed_04	science_combatmedic_healing_range_speed_03	4	0	1	0	0	9000	2	0	science_combatmedic_healing_range_speed_03		medical	50000	0		0			0		healMind	healing_range_speed=25			1	0
science_combatmedic_medicine_01	science_combatmedic	4	0	0	0	0	6000	4	0	science_combatmedic_novice		crafting_medicine_general	12500	0		0			0			combat_medicine_assembly=20,combat_medicine_experimentation=20	craftStimpackRangeGroupB,craftApplyPoisonAreaGroupA,craftApplyDiseaseGroupA		1	0
science_combatmedic_medicine_02	science_combatmedic_medicine_01	4	0	0	0	0	7000	3	0	science_combatmedic_medicine_01		crafting_medicine_general	17500	0		0			0			combat_medicine_assembly=20,combat_medicine_experimentation=20	craftStimpackRangeGroupC,craftApplyPoisonGroupB,craftApplyDiseaseAreaGroupA,craftMedicineComponentGroupE		1	0
science_combatmedic_medicine_03	science_combatmedic_medicine_02	4	0	0	0	0	8000	3	0	science_combatmedic_medicine_02		crafting_medicine_general	22500	0		0			0			combat_medicine_assembly=20,combat_medicine_experimentation=20	craftStimpackRangeGroupD,craftApplyPoisonAreaGroupB,craftApplyDiseaseGroupB		1	0
science_combatmedic_medicine_04	science_combatmedic_medicine_03	4	0	1	0	0	9000	2	0	science_combatmedic_medicine_03		crafting_medicine_general	27500	0		0			0			combat_medicine_assembly=20,combat_medicine_experimentation=20	craftStimpackRangeGroupE,craftApplyPoisonGroupC,craftApplyDiseaseAreaGroupB		1	0
science_combatmedic_support_01	science_combatmedic	4	0	0	0	0	6000	4	0	science_combatmedic_novice		medical	12500	0		0			0			combat_healing_ability=15,slope_move=10			1	0
science_combatmedic_support_02	science_combatmedic_support_01	4	0	0	0	0	7000	3	0	science_combatmedic_support_01		medical	25000	0		0			0			combat_healing_ability=15,slope_move=10			1	0
science_combatmedic_support_03	science_combatmedic_support_02	4	0	0	0	0	8000	3	0	science_combatmedic_support_02		medical	37500	0		0			0			combat_healing_ability=15,slope_move=10			1	0
science_combatmedic_support_04	science_combatmedic_support_03	4	0	1	0	0	9000	2	0	science_combatmedic_support_03		medical	50000	0		0			0			combat_healing_ability=25,slope_move=10,burst_run=10			1	0
social_imagedesigner	social	4	0	0	1	0	0	0	0				0	0		0			0						1	0
social_imagedesigner_novice	social_imagedesigner	4	0	1	0	0	5000	3	0	social_entertainer_hairstyle_04		imagedesigner	10000	0		0			0			hair=1,body=1,face=1			1	0
social_imagedesigner_master	social_imagedesigner	4	0	1	0	0	10000	1	0	social_imagedesigner_hairstyle_04,social_imagedesigner_exotic_04,social_imagedesigner_bodyform_04,social_imagedesigner_markings_04			0	0		0			0			markings=2,body=2,face=2			1	0
social_imagedesigner_hairstyle_01	social_imagedesigner	4	0	0	0	0	6000	4	0	social_imagedesigner_novice		imagedesigner	10000	0		0			0			hair=1			1	0
social_imagedesigner_hairstyle_02	social_imagedesigner_hairstyle_01	4	0	0	0	0	7000	3	0	social_imagedesigner_hairstyle_01		imagedesigner	20000	0		0			0			hair=2			1	0
social_imagedesigner_hairstyle_03	social_imagedesigner_hairstyle_02	4	0	0	0	0	8000	3	0	social_imagedesigner_hairstyle_02		imagedesigner	30000	0		0			0			hair=2			1	0
social_imagedesigner_hairstyle_04	social_imagedesigner_hairstyle_03	4	0	1	0	0	9000	2	0	social_imagedesigner_hairstyle_03		imagedesigner	40000	0		0			0			hair=2			1	0
social_imagedesigner_exotic_01	social_imagedesigner	4	0	0	0	0	6000	4	0	social_imagedesigner_novice		imagedesigner	10000	0		0			0			face=1			1	0
social_imagedesigner_exotic_02	social_imagedesigner_exotic_01	4	0	0	0	0	7000	3	0	social_imagedesigner_exotic_01		imagedesigner	20000	0		0			0			face=1			1	0
social_imagedesigner_exotic_03	social_imagedesigner_exotic_02	4	0	0	0	0	8000	3	0	social_imagedesigner_exotic_02		imagedesigner	30000	0		0			0			face=2			1	0
social_imagedesigner_exotic_04	social_imagedesigner_exotic_03	4	0	1	0	0	9000	2	0	social_imagedesigner_exotic_03		imagedesigner	40000	0		0			0			face=2			1	0
social_imagedesigner_bodyform_01	social_imagedesigner	4	0	0	0	0	6000	4	0	social_imagedesigner_novice		imagedesigner	10000	0		0			0			body=1			1	0
social_imagedesigner_bodyform_02	social_imagedesigner_bodyform_01	4	0	0	0	0	7000	3	0	social_imagedesigner_bodyform_01		imagedesigner	20000	0		0			0			body=1			1	0
social_imagedesigner_bodyform_03	social_imagedesigner_bodyform_02	4	0	0	0	0	8000	3	0	social_imagedesigner_bodyform_02		imagedesigner	30000	0		0			0			body=2			1	0
social_imagedesigner_bodyform_04	social_imagedesigner_bodyform_03	4	0	1	0	0	9000	2	0	social_imagedesigner_bodyform_03		imagedesigner	40000	0		0			0			body=2			1	0
social_imagedesigner_markings_01	social_imagedesigner	4	0	0	0	0	6000	4	0	social_imagedesigner_novice		imagedesigner	10000	0		0			0			markings=1			1	0
social_imagedesigner_markings_02	social_imagedesigner_markings_01	4	0	0	0	0	7000	3	0	social_imagedesigner_markings_01		imagedesigner	20000	0		0			0			markings=1			1	0
social_imagedesigner_markings_03	social_imagedesigner_markings_02	4	0	0	0	0	8000	3	0	social_imagedesigner_markings_02		imagedesigner	30000	0		0			0			markings=2			1	0
social_imagedesigner_markings_04	social_imagedesigner_markings_03	4	0	1	0	0	9000	2	0	social_imagedesigner_markings_03		imagedesigner	40000	0		0			0			markings=2			1	0
outdoors_squadleader	outdoors	4	0	0	1	0	0	0	0				0	0		0			0						1	0
outdoors_squadleader_novice	outdoors_squadleader	4	0	1	0	0	5000	3	0	outdoors_scout_movement_04,outdoors_scout_camp_04,combat_marksman_support_04		combat_general	7500	0		0			0		sysgroup				1	0
outdoors_squadleader_master	outdoors_squadleader	4	0	1	0	0	10000	1	0	outdoors_squadleader_movement_04,outdoors_squadleader_offense_04,outdoors_squadleader_defense_04,outdoors_squadleader_support_04			0	0		0			0			group_melee_defense=5,group_ranged_defense=5,group_burst_run=10,group_slope_move=10			1	0
outdoors_squadleader_movement_01	outdoors_squadleader	4	0	0	0	0	6000	4	0	outdoors_squadleader_novice		squadleader	175000	0		0			0			group_slope_move=25			1	0
outdoors_squadleader_movement_02	outdoors_squadleader_movement_01	4	0	0	0	0	7000	3	0	outdoors_squadleader_movement_01		squadleader	250000	0		0			0			group_burst_run=25			1	0
outdoors_squadleader_movement_03	outdoors_squadleader_movement_02	4	0	0	0	0	8000	3	0	outdoors_squadleader_movement_02		squadleader	350000	0		0			0			group_slope_move=25			1	0
outdoors_squadleader_movement_04	outdoors_squadleader_movement_03	4	0	1	0	0	9000	2	0	outdoors_squadleader_movement_03		squadleader	450000	0		0			0			group_burst_run=25			1	0
outdoors_squadleader_offense_01	outdoors_squadleader	4	0	0	0	0	6000	4	0	outdoors_squadleader_novice		squadleader	175000	0		0			0		steadyaim				1	0
outdoors_squadleader_offense_02	outdoors_squadleader_offense_01	4	0	0	0	0	7000	3	0	outdoors_squadleader_offense_01		squadleader	250000	0		0			0			steadyaim=10			1	0
outdoors_squadleader_offense_03	outdoors_squadleader_offense_02	4	0	0	0	0	8000	3	0	outdoors_squadleader_offense_02		squadleader	350000	0		0			0		volleyFire				1	0
outdoors_squadleader_offense_04	outdoors_squadleader_offense_03	4	0	1	0	0	9000	2	0	outdoors_squadleader_offense_03		squadleader	450000	0		0			0			volley=10			1	0
outdoors_squadleader_defense_01	outdoors_squadleader	4	0	0	0	0	6000	4	0	outdoors_squadleader_novice		squadleader	175000	0		0			0		formup				1	0
outdoors_squadleader_defense_02	outdoors_squadleader_defense_01	4	0	0	0	0	7000	3	0	outdoors_squadleader_defense_01		squadleader	250000	0		0			0			group_melee_defense=10			1	0
outdoors_squadleader_defense_03	outdoors_squadleader_defense_02	4	0	0	0	0	8000	3	0	outdoors_squadleader_defense_02		squadleader	350000	0		0			0			group_melee_defense=15			1	0
outdoors_squadleader_defense_04	outdoors_squadleader_defense_03	4	0	1	0	0	9000	2	0	outdoors_squadleader_defense_03		squadleader	450000	0		0			0		boostmorale				1	0
outdoors_squadleader_support_01	outdoors_squadleader	4	0	0	0	0	6000	4	0	outdoors_squadleader_novice		squadleader	175000	0		0			0		rally				1	0
outdoors_squadleader_support_02	outdoors_squadleader_support_01	4	0	0	0	0	7000	3	0	outdoors_squadleader_support_01		squadleader	250000	0		0			0			group_ranged_defense=10			1	0
outdoors_squadleader_support_03	outdoors_squadleader_support_02	4	0	0	0	0	8000	3	0	outdoors_squadleader_support_02		squadleader	350000	0		0			0		retreat				1	0
outdoors_squadleader_support_04	outdoors_squadleader_support_03	4	0	1	0	0	9000	2	0	outdoors_squadleader_support_03		squadleader	450000	0		0			0			group_ranged_defense=15			1	0
social_politician	social	4	0	0	1	0	0	0	0				0	0		0			0						1	0
social_politician_novice	social_politician	4	0	1	0	0	100	0	0				0	0		0			0		place_cityhall,manage_taxes,grantZoningRights	private_place_cityhall=100			1	0
social_politician_master	social_politician	4	0	1	0	0	5000	0	0	social_politician_fiscal_04,social_politician_martial_04,social_politician_civic_04,social_politician_urban_04			0	0		0			0						1	0
social_politician_fiscal_01	social_politician	4	0	0	0	0	1000	0	0	social_politician_novice		political	1000	0		0			0		city_map				1	0
social_politician_fiscal_02	social_politician_fiscal_01	4	0	0	0	0	2000	0	0	social_politician_fiscal_01		political	2500	0		0			0		place_bank,place_shuttleport	private_place_bank=100,private_place_shuttleport=100			1	0
social_politician_fiscal_03	social_politician_fiscal_02	4	0	0	0	0	3000	0	0	social_politician_fiscal_02		political	5000	0		0			0		city_spec_industry				1	0
social_politician_fiscal_04	social_politician_fiscal_03	4	0	1	0	0	4000	0	0	social_politician_fiscal_03		political	10000	0		0			0		city_spec_research				1	0
social_politician_martial_01	social_politician	4	0	0	0	0	1000	0	0	social_politician_novice		political	1000	0		0			0		manage_militia				1	0
social_politician_martial_02	social_politician_martial_01	4	0	0	0	0	2000	0	0	social_politician_martial_01		political	2500	0		0			0		place_cloning,city_spec_cloning	private_place_cloning=100			1	0
social_politician_martial_03	social_politician_martial_02	4	0	0	0	0	3000	0	0	social_politician_martial_02		political	5000	0		0			0		city_spec_stronghold				1	0
social_politician_martial_04	social_politician_martial_03	4	0	1	0	0	4000	0	0	social_politician_martial_03		political	10000	0		0			0		place_faction_terminal				1	0
social_politician_civic_01	social_politician	4	0	0	0	0	1000	0	0	social_politician_novice		political	1000	0		0			0		installMissionTerminal				1	0
social_politician_civic_02	social_politician_civic_01	4	0	0	0	0	2000	0	0	social_politician_civic_01		political	2500	0		0			0		recruitSkillTrainer,place_garage	private_place_garage=100			1	0
social_politician_civic_03	social_politician_civic_02	4	0	0	0	0	3000	0	0	social_politician_civic_02		political	5000	0		0			0		city_spec_entertainer,city_spec_doctor				1	0
social_politician_civic_04	social_politician_civic_03	4	0	1	0	0	4000	0	0	social_politician_civic_03		political	10000	0		0			0		city_spec_missions,city_spec_sample_rich				1	0
social_politician_urban_01	social_politician	4	0	0	0	0	1000	0	0	social_politician_novice		political	1000	0		0			0		place_streetlamp,place_statue				1	0
social_politician_urban_02	social_politician_urban_01	4	0	0	0	0	2000	0	0	social_politician_urban_01		political	2500	0		0			0		place_fountain				1	0
social_politician_urban_03	social_politician_urban_02	4	0	0	0	0	3000	0	0	social_politician_urban_02		political	5000	0		0			0		place_small_garden,place_medium_garden	private_place_small_garden=100,private_place_medium_garden=100			1	0
social_politician_urban_04	social_politician_urban_03	4	0	1	0	0	4000	0	0	social_politician_urban_03		political	10000	0		0			0		place_large_garden,place_exotic_garden	private_place_large_garden=100,private_place_exotic_garden=100			1	0
social_language	social	4	0	0	0	0	0	0	0				0	0		0			0						1	0
social_language_basic	social_language	4	0	0	0	0	0	0	0				0	0		0		bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak	0						1	0
social_language_basic_speak	social_language	4	0	0	0	0	0	0	0				0	0		0		bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak	0			language_basic_speak=100			1	0
social_language_basic_comprehend	social_language	4	0	0	0	0	0	0	0				0	0		0			0			language_basic_comprehend=100			1	0
social_language_rodian	social_language	4	0	0	0	0	0	0	0				0	0		0			0						1	0
social_language_rodian_speak	social_language	4	0	0	0	0	1000	0	0				0	0		0		bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak	0		language+rodese	language_rodian_speak=100			1	0
social_language_rodian_comprehend	social_language	4	0	0	0	0	1000	0	0				0	0		0			0			language_rodian_comprehend=100			1	0
social_language_trandoshan	social_language	4	0	0	0	0	0	0	0				0	0		0			0						1	0
social_language_trandoshan_speak	social_language	4	0	0	0	0	1000	0	0				0	0		0		bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak	0		language+dosh	language_trandoshan_speak=100			1	0
social_language_trandoshan_comprehend	social_language	4	0	0	0	0	1000	0	0				0	0		0			0			language_trandoshan_comprehend=100			1	0
social_language_moncalamari	social_language	4	0	0	0	0	0	0	0				0	0		0			0						1	0
social_language_moncalamari_speak	social_language	4	0	0	0	0	1000	0	0				0	0		0		bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak	0		language+moncalamarian	language_moncalamari_speak=100			1	0
social_language_moncalamari_comprehend	social_language	4	0	0	0	0	1000	0	0				0	0		0			0			language_moncalamari_comprehend=100			1	0
social_language_wookiee	social_language	4	0	0	0	0	0	0	0				0	0		0			0						1	0
social_language_wookiee_speak	social_language	4	0	0	0	0	1000	0	0				0	0		0		wookiee	0		language+shyriiwook	language_wookiee_speak=100			1	0
social_language_wookiee_comprehend	social_language	4	0	0	0	0	1000	0	0				0	0		0			0			language_wookiee_comprehend=100			1	0
social_language_bothan	social_language	4	0	0	0	0	0	0	0				0	0		0			0						1	0
social_language_bothan_speak	social_language	4	0	0	0	0	1000	0	0				0	0		0		bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak	0		language+bothese	language_bothan_speak=100			1	0
social_language_bothan_comprehend	social_language	4	0	0	0	0	1000	0	0				0	0		0			0			language_bothan_comprehend=100			1	0
social_language_twilek	social_language	4	0	0	0	0	0	0	0				0	0		0			0						1	0
social_language_twilek_speak	social_language	4	0	0	0	0	1000	0	0				0	0		0		bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak	0		language+ryl	language_twilek_speak=100			1	0
social_language_twilek_comprehend	social_language	4	0	0	0	0	1000	0	0				0	0		0			0			language_twilek_comprehend=100			1	0
social_language_zabrak	social_language	4	0	0	0	0	0	0	0				0	0		0			0						1	0
social_language_zabrak_speak	social_language	4	0	0	0	0	1000	0	0				0	0		0		bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak	0		language+zabrak	language_zabrak_speak=100			1	0
social_language_zabrak_comprehend	social_language	4	0	0	0	0	1000	0	0				0	0		0			0			language_zabrak_comprehend=100			1	0
social_language_lekku	social_language	4	0	0	0	0	0	0	0			unobtainable	1	0		0			0						1	0
social_language_lekku_speak	social_language	4	0	0	0	0	0	0	0			unobtainable	1	0		0		twilek	0		language+lekku	language_lekku_speak=100			1	0
social_language_lekku_comprehend	social_language	4	0	0	0	0	0	0	0			unobtainable	1	0		0		twilek	0			language_lekku_comprehend=100			1	0
social_language_ithorian	social_language	4	0	0	0	0	0	0	0				0	0		0			0						1	0
social_language_ithorian_speak	social_language	4	0	0	0	0	1000	0	0				0	0		0		bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak	0		language+ithorian	language_ithorian_speak=100			1	0
social_language_ithorian_comprehend	social_language	4	0	0	0	0	1000	0	0				0	0		0			0			language_ithorian_comprehend=100			1	0
social_language_sullustan	social_language	4	0	0	0	0	0	0	0				0	0		0			0						1	0
social_language_sullustan_speak	social_language	4	0	0	0	0	1000	0	0				0	0		0		bothan,human,moncalamari,rodian,trandoshan,twilek,zabrak	0		language+sullustan	language_sullustan_speak=100			1	0
social_language_sullustan_comprehend	social_language	4	0	0	0	0	1000	0	0				0	0		0			0			language_sullustan_comprehend=100			1	0
species		4	1	0	0	0	0	0	0				0	0		0			0						1	0
species_bothan	species	4	1	0	0	0	0	0	0			unobtainable	1	0		0		bothan	0		cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light	camouflage=15,take_cover=10			1	0
species_human	species	4	1	0	0	0	0	0	0			unobtainable	1	0		0		human	0		cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light	leadership=10,general_experimentation=15			1	0
species_moncal	species	4	1	0	0	0	0	0	0			unobtainable	1	0		0		moncal	0		cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light	alert=15,weapon_assembly=10,structure_assembly=10			1	0
species_rodian	species	4	1	0	0	0	0	0	0			unobtainable	1	0		0		rodian	0		cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light	blind_defense=15,onehandmelee_accuracy=10,twohandmelee_accuracy=10,weapon_assembly=10			1	0
species_trandoshan	species	4	1	0	0	0	0	0	0			unobtainable	1	0		0		trandoshan	0		regeneration,cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light	unarmed_accuracy=10,unarmed_speed=5,unarmed_damage=15,melee_defense=10,creature_harvesting=10,private_innate_regeneration=1			1	0
species_twilek	species	4	1	0	0	0	0	0	0			unobtainable	1	0		0		twilek	0		cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light	healing_dance_wound=15,healing_music_wound=5,healing_dance_shock=15,healing_music_shock=5			1	0
species_wookiee	species	4	1	0	0	0	0	0	0			unobtainable	1	0		0		wookiee	0		wookieeRoar,cert_rifle_bowcaster,cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light	trapping=10,tame_bonus=10,rescue=10,warcry=10,private_innate_roar=1	craftWookieItems		1	0
species_zabrak	species	4	1	0	0	0	0	0	0			unobtainable	1	0		0		zabrak	0		vitalize,equilibrium,cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light	dizzy_defense=10,stun_defense=10,intimidate_defense=10,anti_shock=5,private_innate_equilibrium=1,private_innate_vitalize=1			1	0
species_ithorian	species	4	1	0	0	0	0	0	0			unobtainable	1	0		0		ithorian	0		cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light	dizzy_defense=10,stun_defense=10,tame_bonus=10,melee_defense=10,chassis_assembly=10,power_systems=10,shields_assembly=10,advanced_assembly=10			1	0
species_sullustan	species	4	1	0	0	0	0	0	0			unobtainable	1	0		0		sullustan	0		space_navigator,cert_knife_stone,cert_knife_survival,cert_lance_staff_wood_s1,cert_axe_heavy_duty,cert_rifle_cdef,cert_pistol_cdef,cert_carbine_cdef,cert_grenade_fragmentation_light	engine_assembly=10,booster_assembly=10,weapon_systems=10,trapping=10,creature_harvesting=10			1	0
jedi		4	1	0	0	0	0	0	0				0	0		0			0						0	0
jedi_padawan	jedi	4	1	0	1	1	0	0	0				0	0		0			0						0	0
jedi_padawan_novice	jedi_padawan	4	1	1	0	1	0	250	0				0	0		0			0		saberSlash1,healBattleFatigueSelf1,cert_onehandlightsaber,sample,survey	jedi_force_power_max=200,jedi_force_power_regen=1,jedi_saber_assembly=25,onehandlightsaber_accuracy=30,onehandlightsaber_speed=30,saber_block=5,onehandlightsaber_toughness=5,surveying=50,private_jedi_difficulty=1000	craftJediTool,craftSaberOneHand1		0	0
jedi_padawan_master	jedi_padawan	4	1	1	0	1	0	0	0	jedi_padawan_saber_04,jedi_padawan_healing_04,jedi_padawan_force_power_04,jedi_padawan_force_manipulation_04		jedi_general	1500000	0		0			0		saberSlash2,saber1hComboHit2,saber1hHeadHit2,healBattleFatigueSelf2,saber1hFlurry	jedi_force_power_max=200,jedi_force_power_regen=1,onehandlightsaber_accuracy=20,onehandlightsaber_speed=10,forcethrow_accuracy=30,saber_block=6,onehandlightsaber_toughness=10,private_jedi_difficulty=500,forceknockdown_accuracy=20			0	0
jedi_padawan_saber_01	jedi_padawan	4	1	0	0	1	0	0	0	jedi_padawan_novice		combat_meleespecialize_onehandlightsaber	2500	0		0			0		saber1hHit1	onehandlightsaber_accuracy=20,onehandlightsaber_speed=10,onehandlightsaber_toughness=2,private_jedi_difficulty=100	craftSaberOneHand2		0	0
jedi_padawan_saber_02	jedi_padawan_saber_01	4	1	0	0	1	0	0	0	jedi_padawan_saber_01		combat_meleespecialize_onehandlightsaber	15000	0		0			0		saber1hComboHit1	onehandlightsaber_accuracy=20,onehandlightsaber_speed=10,onehandlightsaber_toughness=2,private_jedi_difficulty=100	craftSaberOneHand3		0	0
jedi_padawan_saber_03	jedi_padawan_saber_02	4	1	0	0	1	0	0	0	jedi_padawan_saber_02		combat_meleespecialize_onehandlightsaber	25000	0		0			0		saber1hHeadHit1	onehandlightsaber_accuracy=20,onehandlightsaber_speed=10,saber_block=2,onehandlightsaber_toughness=2,private_jedi_difficulty=100	craftSaberOneHand4		0	0
jedi_padawan_saber_04	jedi_padawan_saber_03	4	1	1	0	1	0	0	0	jedi_padawan_saber_03		combat_meleespecialize_onehandlightsaber	75000	0		0			0		saber1hHit2	onehandlightsaber_accuracy=20,onehandlightsaber_speed=10,saber_block=2,onehandlightsaber_toughness=2,private_jedi_difficulty=100	craftSaberOneHand5		0	0
jedi_padawan_healing_01	jedi_padawan	4	1	0	0	1	0	0	0	jedi_padawan_novice		jedi_general	20000	0		0			0		healHealthSelf1,healHealthWoundSelf1				0	0
jedi_padawan_healing_02	jedi_padawan_healing_01	4	1	0	0	1	0	0	0	jedi_padawan_healing_01		jedi_general	200000	0		0			0		healActionSelf1,healActionWoundSelf1				0	0
jedi_padawan_healing_03	jedi_padawan_healing_02	4	1	0	0	1	0	0	0	jedi_padawan_healing_02		jedi_general	400000	0		0			0		healMindSelf1,healMindWoundSelf1				0	0
jedi_padawan_healing_04	jedi_padawan_healing_03	4	1	1	0	1	0	0	0	jedi_padawan_healing_03		jedi_general	800000	0		0			0		healAllSelf1				0	0
jedi_padawan_force_power_01	jedi_padawan	4	1	0	0	1	0	0	0	jedi_padawan_novice		jedi_general	50000	0		0			0			jedi_force_power_max=100,jedi_force_power_regen=1,private_jedi_difficulty=100			0	0
jedi_padawan_force_power_02	jedi_padawan_force_power_01	4	1	0	0	1	0	0	0	jedi_padawan_force_power_01		jedi_general	200000	0		0			0			jedi_force_power_max=100,jedi_force_power_regen=1,private_jedi_difficulty=100			0	0
